name,description,latitude,longitude
T&apos;Sou-ke First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn657.html"">ACP Community Profile</a>]]>",48.386,-123.706
T&apos;it&apos;q&apos;et,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn593.html"">ACP Community Profile</a>]]>",50.693,-121.929
Tahltan,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn682.html"">ACP Community Profile</a>]]>",57.911,-131.151
Takla Lake First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn608.html"">ACP Community Profile</a>]]>",55.483,-125.983
Tl&apos;azt&apos;en Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn617.html"">ACP Community Profile</a>]]>",54.654,-124.758
Tl&apos;etinqox-t&apos;in Government Office,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn712.html"">ACP Community Profile</a>]]>",52.034,-123.181
Tla-o-qui-aht First Nations,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn660.html"">ACP Community Profile</a>]]>",49.178,-125.911
Tlatlasikwala,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn632.html"">ACP Community Profile</a>]]>",50.921,-127.911
Tlowitsis Tribe,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn637.html"">ACP Community Profile</a>]]>",50.491,-126.079
Tobacco Plains,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn603.html"">ACP Community Profile</a>]]>",49.044,-115.102
Toosey,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn718.html"">ACP Community Profile</a>]]>",51.918,-122.483
Toquaht,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn666.html"">ACP Community Profile</a>]]>",48.995,-125.381
Ts&apos;kw&apos;aylaxw First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn594.html"">ACP Community Profile</a>]]>",50.885,-121.838
Tsartlip,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn653.html"">ACP Community Profile</a>]]>",48.583,-123.464
Tsawataineuk,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn636.html"">ACP Community Profile</a>]]>",50.975,-126.178
Tsawout First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn654.html"">ACP Community Profile</a>]]>",48.587,-123.388
Tsawwassen First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn577.html"">ACP Community Profile</a>]]>",49.036,-123.072
Tsay Keh Dene,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn609.html"">ACP Community Profile</a>]]>",56.622,-124.6062
Tseshaht,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn665.html"">ACP Community Profile</a>]]>",49.272,-124.875
Tseycum,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn655.html"">ACP Community Profile</a>]]>",48.666,-123.451
Tzeachten,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn575.html"">ACP Community Profile</a>]]>",49.113,-121.946
Uchucklesaht,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn667.html"">ACP Community Profile</a>]]>",49.022,-125.044
Ucluelet First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn668.html"">ACP Community Profile</a>]]>",48.941,-125.527
Ulkatcho,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn722.html"">ACP Community Profile</a>]]>",52.468,-125.311
Union Bar,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn588.html"">ACP Community Profile</a>]]>",49.443,-121.433
Upper Nicola,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn697.html"">ACP Community Profile</a>]]>",50.163,-120.188
Upper Similkameen,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn599.html"">ACP Community Profile</a>]]>",49.355,-120.078
West Moberly First Nations,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn545.html"">ACP Community Profile</a>]]>",55.806,-121.886
Westbank First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn601.html"">ACP Community Profile</a>]]>",49.836,-119.608
Wet&apos;suwet&apos;en First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn725.html"">ACP Community Profile</a>]]>",54.334,-125.893
Whispering Pines/Clinton,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn702.html"">ACP Community Profile</a>]]>",50.9671,-120.2501
Williams Lake,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn719.html"">ACP Community Profile</a>]]>",52.105,-121.993
Xaxli&apos;p,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn592.html"">ACP Community Profile</a>]]>",50.736,-121.864
Xeni Gwet&apos;in First Nations Government,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn714.html"">ACP Community Profile</a>]]>",51.426,-124.099
Yakweakwioose,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn576.html"">ACP Community Profile</a>]]>",49.133,-121.938
Yale First Nation,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn589.html"">ACP Community Profile</a>]]>",49.568,-121.422
Yekooche,"<![CDATA[-<a href=""http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/en/fn728.html"">ACP Community Profile</a>]]>",54.603,-125.079
